grid_id,grid_x,grid_y,year,week,week_of_season,fire_count_raw,fire_count_weighted,fire_count_filtered,fire_count_last_week,same_week_last_year,3yr_avg,neighbor_fires_last_week,neighbor_fires_last_year,avg_frp,avg_brightness,night_fire_pct,avg_confidence
6_0,6,0,2021,45,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2021,46,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2021,47,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2021,48,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2022,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2022,41,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2022,42,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2022,43,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2022,44,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2022,45,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2022,46,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2022,47,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2022,48,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2023,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2023,41,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2023,42,3,1.0,0.6,1.0,0.0,0.0,0.0,0.6,0.0,1.55,332.35,0.0,60.0
6_0,6,0,2023,43,4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2023,44,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2023,45,6,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,,,,
6_0,6,0,2023,46,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2023,47,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_0,6,0,2023,48,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2018,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2018,41,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2018,42,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2018,43,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2018,44,5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,,,,
6_1,6,1,2018,45,6,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,10.31,342.55,0.0,60.0
6_1,6,1,2018,46,7,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2018,47,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2018,48,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2019,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2019,41,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2019,42,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2019,43,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,,,,
6_1,6,1,2019,44,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2019,45,6,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,,,,
6_1,6,1,2019,46,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2019,47,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2019,48,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,,,,
6_1,6,1,2020,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2020,41,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
