grid_id,year,week_of_season,fire_count,fire_count_last_week,same_week_last_year,3yr_avg,neighbor_fire_count,avg_frp,avg_brightness,night_fire_pct,avg_confidence
0_10,2018,3,3,0.0,0.0,0.0,8,3.1733333333333333,332.8066666666667,0.0,60.0
0_10,2018,4,3,3.0,0.0,0.0,25,7.636666666666667,336.37333333333333,0.0,60.0
0_10,2018,5,3,3.0,0.0,0.0,60,5.386666666666667,339.3833333333333,0.0,60.0
0_10,2018,6,46,3.0,0.0,0.0,265,9.402391304347827,340.8967391304348,0.0,64.34782608695652
0_10,2018,7,44,46.0,0.0,0.0,144,9.496818181818183,337.695,0.0,62.47727272727273
0_10,2018,8,34,44.0,0.0,0.0,78,10.89735294117647,339.3044117647059,0.0,62.61764705882353
0_10,2019,4,4,0.0,3.0,3.0,10,6.3500000000000005,334.085,0.0,60.0
0_10,2019,5,6,4.0,3.0,3.0,35,6.54,334.4583333333333,0.0,58.333333333333336
0_10,2019,6,7,6.0,46.0,46.0,91,3.994285714285714,334.7114285714286,0.0,60.0
0_10,2019,8,16,7.0,34.0,34.0,101,11.77125,335.234375,0.0,64.6875
0_10,2019,9,2,16.0,0.0,0.0,19,6.66,323.335,0.0,56.0
0_10,2020,3,5,0.0,0.0,3.0,19,6.798,338.402,0.0,67.4
0_10,2020,4,3,5.0,4.0,3.5,27,2.8066666666666666,332.55333333333334,0.0,60.0
0_10,2020,5,3,3.0,6.0,4.5,10,5.75,334.3333333333333,0.0,61.666666666666664
0_10,2020,6,20,3.0,7.0,26.5,59,12.014,338.5555,0.0,61.85
0_10,2020,7,80,20.0,0.0,44.0,316,9.071,338.632,0.0,63.2
0_10,2020,8,53,80.0,16.0,25.0,202,8.46566037735849,337.487358490566,0.0,63.283018867924525
0_10,2020,9,2,53.0,2.0,2.0,15,3.04,333.215,0.0,60.0
0_10,2021,2,6,0.0,0.0,0.0,16,4.788333333333333,336.2916666666667,0.0,60.0
0_10,2021,3,2,6.0,5.0,4.0,18,2.63,332.485,0.0,60.0
0_10,2021,5,11,2.0,3.0,4.0,98,4.249090909090909,334.9281818181818,0.0,59.36363636363637
0_10,2021,6,61,11.0,20.0,24.333333333333332,409,11.883934426229507,335.86032786885244,0.0,62.42622950819672
0_10,2021,7,45,61.0,80.0,62.0,172,9.001777777777777,336.79622222222224,0.0,60.644444444444446
0_10,2022,4,3,0.0,0.0,3.3333333333333335,10,7.8933333333333335,326.7633333333333,0.0,57.666666666666664
0_10,2022,5,12,3.0,11.0,6.666666666666667,62,5.029166666666667,335.62166666666667,0.0,60.0
0_10,2022,6,63,12.0,61.0,29.333333333333332,262,10.009841269841269,338.9074603174603,0.0,62.904761904761905
0_10,2022,7,25,63.0,45.0,56.333333333333336,89,13.496400000000001,340.9936,0.0,63.68
0_10,2022,8,8,25.0,0.0,34.333333333333336,19,11.91,330.04375,0.0,61.375
0_10,2023,5,5,0.0,12.0,8.666666666666666,1,8.542,327.416,0.0,65.2
0_10,2023,6,1,5.0,63.0,48.0,22,1.51,330.56,0.0,60.0
0_10,2023,7,17,1.0,25.0,50.0,122,18.467058823529413,332.32529411764705,0.0,66.52941176470588
0_10,2023,8,22,17.0,8.0,25.666666666666668,78,9.86,338.0954545454546,0.0,65.0
0_11,2018,2,1,0.0,0.0,0.0,3,3.28,332.33,0.0,60.0
0_11,2018,4,3,1.0,0.0,0.0,19,4.743333333333333,336.96,0.0,60.0
0_11,2018,5,5,3.0,0.0,0.0,36,6.326,329.182,0.0,60.8
0_11,2018,6,33,5.0,0.0,0.0,230,6.882424242424243,337.95484848484847,0.0,61.81818181818182
0_11,2018,7,28,33.0,0.0,0.0,144,11.093571428571428,336.8764285714286,0.0,61.32142857142857
0_11,2018,8,19,28.0,0.0,0.0,72,7.263684210526315,335.7731578947368,0.0,63.0
0_11,2019,2,1,0.0,1.0,1.0,0,2.58,333.95,0.0,60.0
0_11,2019,5,3,1.0,5.0,5.0,22,22.453333333333333,332.02666666666664,0.0,69.33333333333333
0_11,2019,6,9,3.0,33.0,33.0,89,10.68888888888889,349.78,0.0,70.0
0_11,2019,8,16,9.0,19.0,19.0,78,8.125625,333.945625,0.0,62.125
0_11,2019,9,6,16.0,0.0,0.0,12,10.208333333333334,330.52500000000003,0.0,65.16666666666667
0_11,2020,3,2,0.0,0.0,0.0,21,11.52,353.63,0.0,75.0
0_11,2020,4,3,2.0,0.0,3.0,31,5.04,336.41333333333336,0.0,60.0
0_11,2020,5,3,3.0,3.0,4.0,26,7.346666666666667,332.00333333333333,0.0,58.0
0_11,2020,6,9,3.0,9.0,21.0,72,5.25,337.37333333333333,0.0,59.0
0_11,2020,7,27,9.0,0.0,28.0,340,9.87962962962963,338.39962962962966,0.0,62.22222222222222
0_11,2020,8,41,27.0,16.0,17.5,140,8.11780487804878,338.78585365853655,0.0,65.58536585365853
0_11,2020,9,1,41.0,6.0,6.0,7,3.45,338.02,0.0,60.0
0_11,2021,2,1,0.0,0.0,1.0,21,5.9,344.51,0.0,60.0
0_11,2021,3,3,1.0,2.0,2.0,14,5.453333333333333,338.81333333333333,0.0,60.0
0_11,2021,5,11,3.0,3.0,3.6666666666666665,85,9.90090909090909,334.84363636363634,0.0,64.0909090909091
0_11,2021,6,50,11.0,9.0,17.0,349,8.0576,337.466,0.0,62.42
0_11,2021,7,61,50.0,27.0,27.5,141,8.875737704918032,337.9462295081967,0.0,63.81967213114754
0_11,2021,8,2,61.0,41.0,25.333333333333332,4,3.0,335.40999999999997,0.0,60.0
0_11,2022,1,1,0.0,0.0,0.0,1,7.01,334.73,0.0,60.0
0_11,2022,3,2,1.0,3.0,2.5,9,2.8899999999999997,332.46,0.0,60.0
0_11,2022,4,2,2.0,0.0,3.0,16,3.08,336.04999999999995,0.0,60.0
0_11,2022,5,17,2.0,11.0,5.666666666666667,70,5.861764705882353,337.8547058823529,0.0,62.11764705882353
0_11,2022,6,37,17.0,50.0,22.666666666666668,258,8.677297297297297,335.06405405405405,0.0,62.32432432432432
0_11,2022,7,21,37.0,61.0,38.666666666666664,73,9.282857142857143,338.6052380952381,0.0,63.19047619047619
0_11,2022,8,2,21.0,2.0,19.666666666666668,15,2.7,332.845,0.0,60.0
0_11,2023,6,2,0.0,37.0,32.0,13,11.31,336.59000000000003,0.0,60.0
0_11,2023,7,17,2.0,21.0,36.333333333333336,119,10.565882352941177,333.7994117647059,0.0,64.6470588235294
0_11,2023,8,20,17.0,2.0,15.0,82,6.3905,335.7865,0.0,62.2
0_12,2021,4,1,0.0,0.0,0.0,12,2.94,339.76,0.0,60.0
0_12,2021,7,1,1.0,0.0,0.0,111,19.0,322.5,0.0,76.0
0_12,2022,4,1,0.0,1.0,1.0,15,3.12,340.06,0.0,60.0
0_3,2023,2,1,0.0,0.0,0.0,0,2.35,334.12,0.0,60.0
0_4,2018,3,6,0.0,0.0,0.0,0,10.433333333333332,331.22499999999997,0.0,60.666666666666664
0_4,2018,4,10,6.0,0.0,0.0,6,9.74,336.03599999999994,0.0,63.2
0_4,2018,5,8,10.0,0.0,0.0,6,10.1675,327.6225,0.0,61.25
0_4,2018,6,2,8.0,0.0,0.0,3,12.75,338.37,0.0,60.0
0_4,2019,3,3,0.0,6.0,6.0,2,9.303333333333333,337.5566666666667,0.0,60.0
0_4,2019,4,5,3.0,10.0,10.0,6,3.2340000000000004,331.044,0.0,59.2
0_4,2019,5,4,5.0,8.0,8.0,7,6.2725,329.59749999999997,0.0,60.25
0_4,2019,6,1,4.0,2.0,2.0,1,4.25,339.41,0.0,60.0
0_4,2019,8,1,1.0,0.0,0.0,1,5.98,336.62,0.0,60.0
0_4,2020,1,2,0.0,0.0,0.0,0,2.395,338.39,0.0,60.0
0_4,2020,3,7,2.0,3.0,4.5,1,19.98,327.3757142857143,0.0,62.0
0_4,2020,4,1,7.0,5.0,7.5,4,6.76,349.59,0.0,60.0
0_4,2020,5,5,1.0,4.0,6.0,1,8.974,333.788,0.0,62.4
0_4,2020,6,1,5.0,1.0,1.5,1,2.93,336.67,0.0,60.0
0_4,2021,3,1,0.0,7.0,5.333333333333333,2,13.7,323.3,0.0,72.0
0_4,2021,4,5,1.0,1.0,5.333333333333333,9,9.946,331.538,0.0,66.0
0_4,2022,3,4,0.0,1.0,3.6666666666666665,0,6.49,337.2475,0.0,60.0
0_4,2022,4,1,4.0,5.0,3.6666666666666665,6,4.02,333.01,0.0,60.0
0_4,2022,6,4,1.0,0.0,1.3333333333333333,1,4.5,338.4425,0.0,60.0
0_4,2023,5,1,0.0,0.0,5.666666666666667,6,4.6,338.76,0.0,60.0
0_5,2018,4,2,0.0,0.0,0.0,15,4.5600000000000005,337.80499999999995,0.0,60.0
0_5,2018,5,2,2.0,0.0,0.0,14,7.71,326.895,0.0,64.0
0_5,2018,6,2,2.0,0.0,0.0,3,3.21,335.875,0.0,60.0
0_5,2019,2,1,0.0,0.0,0.0,0,4.1,333.28,0.0,60.0
0_5,2019,4,3,1.0,2.0,2.0,9,4.62,346.83,0.0,60.0
0_5,2019,5,3,3.0,2.0,2.0,12,4.203333333333333,336.03000000000003,0.0,60.0
0_5,2019,8,1,3.0,0.0,0.0,4,2.56,330.57,0.0,60.0
0_5,2020,4,1,0.0,3.0,2.5,7,9.56,342.84,0.0,60.0
0_5,2020,7,1,1.0,0.0,0.0,3,1.48,331.84,0.0,60.0
0_5,2020,8,1,1.0,1.0,1.0,2,1.97,333.04,0.0,60.0
0_5,2021,3,1,0.0,0.0,0.0,3,3.22,339.28,0.0,60.0
0_5,2021,6,2,1.0,0.0,2.0,5,5.739999999999999,340.72,0.0,60.0
0_5,2022,4,3,0.0,0.0,2.0,5,14.336666666666668,334.2233333333333,0.0,64.66666666666667
0_5,2023,5,1,0.0,0.0,2.5,6,8.8,348.25,0.0,60.0
0_6,2019,4,1,0.0,0.0,0.0,13,10.73,343.66,0.0,60.0
0_6,2019,5,3,1.0,0.0,0.0,13,6.419999999999999,338.3933333333334,0.0,60.0
0_6,2019,8,1,3.0,0.0,0.0,26,27.0,318.9,0.0,73.0
0_6,2020,4,2,0.0,1.0,1.0,13,3.71,336.69,0.0,60.0
0_6,2020,6,1,2.0,0.0,0.0,11,0.63,297.12,1.0,60.0
0_6,2020,7,1,1.0,0.0,0.0,36,6.9,312.2,0.0,57.0
0_6,2021,6,2,0.0,1.0,1.0,69,12.100000000000001,315.05,0.0,57.0
0_6,2023,6,2,0.0,0.0,1.5,13,5.38,331.86,0.0,60.0
0_6,2023,7,1,2.0,0.0,1.0,32,4.34,331.71,0.0,60.0
0_7,2018,3,11,0.0,0.0,0.0,11,7.7681818181818185,334.7572727272727,0.0,61.36363636363637
0_7,2018,4,17,11.0,0.0,0.0,23,8.391764705882352,335.93176470588236,0.0,63.470588235294116
0_7,2018,5,9,17.0,0.0,0.0,30,16.38222222222222,330.59222222222223,0.0,64.0
0_7,2018,6,32,9.0,0.0,0.0,40,7.33,333.73375,0.0,61.9375
0_7,2018,7,26,32.0,0.0,0.0,31,6.78,333.24038461538464,0.0,59.42307692307692
0_7,2018,8,11,26.0,0.0,0.0,29,8.268181818181818,337.0,0.0,60.0
0_7,2019,3,3,0.0,11.0,11.0,11,6.646666666666667,342.3666666666666,0.0,60.0
0_7,2019,4,9,3.0,17.0,17.0,22,10.698888888888888,336.2422222222222,0.0,63.44444444444444
0_7,2019,5,4,9.0,9.0,9.0,21,7.615,338.135,0.0,60.0
0_7,2019,6,11,4.0,32.0,32.0,25,13.23,341.98545454545456,0.0,67.54545454545455
0_7,2019,8,22,11.0,11.0,11.0,26,6.783636363636364,334.3172727272727,0.0,59.72727272727273
0_7,2019,9,2,22.0,0.0,0.0,3,7.55,328.485,0.0,61.0
0_7,2020,2,1,0.0,0.0,0.0,0,6.44,349.28,0.0,60.0
0_7,2020,3,4,1.0,3.0,7.0,8,12.8375,329.89,0.0,62.5
0_7,2020,4,8,4.0,9.0,13.0,35,10.10375,335.14250000000004,0.0,59.875
0_7,2020,5,4,8.0,4.0,6.5,15,7.172499999999999,343.065,0.0,60.0
0_7,2020,6,7,4.0,11.0,21.5,19,6.147142857142858,346.8085714285714,0.0,68.57142857142857
0_7,2020,7,33,7.0,0.0,26.0,54,7.776363636363636,334.84575757575755,0.0,62.42424242424242
0_7,2020,8,40,33.0,22.0,16.5,51,8.973749999999999,335.413,0.0,62.675
0_7,2020,9,6,40.0,2.0,2.0,9,16.053333333333335,334.5183333333334,0.0,71.33333333333333
0_7,2021,2,3,0.0,1.0,1.0,9,8.226666666666667,334.2,0.0,69.0
0_7,2021,3,5,3.0,4.0,6.0,11,10.943999999999999,335.572,0.0,64.8
0_7,2021,4,8,5.0,8.0,11.333333333333334,23,10.99,347.785,0.0,68.875
0_7,2021,5,28,8.0,4.0,5.666666666666667,51,7.479285714285715,332.2575,0.0,61.67857142857143
0_7,2021,6,51,28.0,7.0,16.666666666666668,105,9.658627450980392,335.14666666666665,0.0,62.19607843137255
0_7,2021,7,30,51.0,33.0,29.5,45,9.961666666666668,339.03766666666667,0.0,65.13333333333334
0_7,2021,8,3,30.0,40.0,24.333333333333332,2,3.3033333333333332,329.4266666666667,0.0,59.333333333333336
0_7,2022,4,1,0.0,8.0,8.333333333333334,7,9.88,342.85,0.0,60.0
0_7,2022,5,11,1.0,28.0,12.0,22,10.418181818181818,335.0954545454546,0.0,65.54545454545455
0_7,2022,6,29,11.0,51.0,23.0,36,11.021379310344829,334.3255172413793,0.0,62.0
0_7,2022,7,25,29.0,30.0,29.666666666666668,25,7.1076,338.6336,0.0,61.52
0_7,2022,8,7,25.0,3.0,21.666666666666668,7,6.474285714285714,327.3957142857143,0.0,59.57142857142857
0_7,2023,4,1,0.0,1.0,5.666666666666667,1,2.21,331.58,0.0,60.0
0_7,2023,5,1,1.0,11.0,14.333333333333334,5,7.8,311.7,0.0,55.0
0_7,2023,6,7,1.0,29.0,29.0,10,6.784285714285715,332.03285714285715,0.0,62.857142857142854
0_7,2023,7,29,7.0,25.0,29.333333333333332,21,7.7365517241379305,333.5165517241379,0.0,60.758620689655174
0_7,2023,8,7,29.0,7.0,16.666666666666668,6,4.58,328.09142857142854,0.0,59.142857142857146
0_7,2023,9,2,7.0,0.0,4.0,0,1.9699999999999998,333.935,0.0,60.0
0_8,2018,2,1,0.0,0.0,0.0,0,10.35,337.25,0.0,60.0
0_8,2018,3,9,1.0,0.0,0.0,18,9.397777777777778,331.2255555555555,0.0,62.0
0_8,2018,4,10,9.0,0.0,0.0,40,8.331,334.022,0.0,63.6
0_8,2018,5,19,10.0,0.0,0.0,57,8.48157894736842,332.6926315789474,0.0,60.1578947368421
0_8,2018,6,27,19.0,0.0,0.0,115,6.968148148148149,333.3870370370371,0.0,61.370370370370374
0_8,2018,7,19,27.0,0.0,0.0,87,6.396315789473684,333.80263157894734,0.0,61.05263157894737
0_8,2018,8,18,19.0,0.0,0.0,49,12.19888888888889,333.99888888888887,0.0,61.55555555555556
0_8,2019,3,7,0.0,9.0,9.0,7,5.340000000000001,330.9414285714286,0.0,59.0
0_8,2019,4,13,7.0,10.0,10.0,21,6.754615384615385,338.0192307692308,0.0,60.0
0_8,2019,5,12,13.0,19.0,19.0,29,5.906666666666666,335.2658333333333,0.0,59.833333333333336
0_8,2019,6,11,12.0,27.0,27.0,43,13.69090909090909,345.9190909090909,0.0,66.63636363636364
0_8,2019,8,11,11.0,18.0,18.0,73,8.437272727272727,332.7509090909091,0.0,58.54545454545455
0_8,2019,9,3,11.0,0.0,0.0,9,6.366666666666667,323.8966666666667,0.0,59.333333333333336
0_8,2020,3,4,0.0,7.0,8.0,15,5.300000000000001,340.49,0.0,67.5
0_8,2020,4,21,4.0,13.0,11.5,31,9.427619047619046,333.1733333333333,0.0,62.57142857142857
0_8,2020,5,7,21.0,12.0,15.5,12,9.802857142857144,343.31142857142856,0.0,60.0
0_8,2020,6,12,7.0,11.0,19.0,33,7.635000000000001,341.28749999999997,0.0,65.0
0_8,2020,7,39,12.0,0.0,19.0,123,6.8105128205128205,335.53128205128206,0.0,63.12820512820513
0_8,2020,8,26,39.0,11.0,14.5,143,8.342692307692307,334.9661538461539,0.0,62.46153846153846
0_8,2020,9,8,26.0,3.0,3.0,16,6.5287500000000005,334.7125,0.0,62.125
0_8,2021,2,3,0.0,0.0,1.0,15,7.413333333333333,332.87333333333333,0.0,62.333333333333336
0_8,2021,3,8,3.0,4.0,6.666666666666667,12,4.695,337.31125,0.0,59.125
0_8,2021,4,15,8.0,21.0,14.666666666666666,26,7.068666666666667,334.9133333333333,0.0,61.93333333333333
0_8,2021,5,28,15.0,7.0,12.666666666666666,90,13.9,331.86,0.0,62.785714285714285
0_8,2021,6,59,28.0,12.0,16.666666666666668,198,9.195254237288136,337.49542372881353,0.0,61.0
0_8,2021,7,35,59.0,39.0,29.0,80,9.757714285714286,343.4945714285714,0.0,67.28571428571429
0_8,2022,4,4,0.0,15.0,16.333333333333332,9,5.2275,337.3775,0.0,60.0
0_8,2022,5,16,4.0,28.0,15.666666666666666,32,14.993125,336.003125,0.0,62.8125
0_8,2022,6,24,16.0,59.0,27.333333333333332,98,13.407083333333333,333.20625,0.0,63.958333333333336
0_8,2022,7,18,24.0,35.0,31.0,61,5.895555555555556,333.5544444444444,0.0,60.27777777777778
0_8,2022,8,5,18.0,0.0,18.333333333333332,20,5.8020000000000005,329.62600000000003,0.0,60.6
0_8,2023,5,3,0.0,16.0,17.0,4,5.0633333333333335,338.83666666666664,0.0,60.0
0_8,2023,6,4,3.0,24.0,31.666666666666668,24,5.41,338.69,0.0,60.0
0_8,2023,7,12,4.0,18.0,30.666666666666668,65,12.585833333333333,336.89416666666665,0.0,61.583333333333336
0_8,2023,8,3,12.0,5.0,14.0,32,4.8133333333333335,327.75,0.0,58.333333333333336
0_9,2018,3,3,0.0,0.0,0.0,19,3.34,333.8666666666667,0.0,60.0
0_9,2018,4,8,3.0,0.0,0.0,32,10.925,339.75375,0.0,67.5
0_9,2018,5,19,8.0,0.0,0.0,57,6.669473684210526,335.83947368421053,0.0,59.73684210526316
0_9,2018,6,17,19.0,0.0,0.0,202,7.5447058823529405,339.31882352941176,0.0,62.1764705882353
0_9,2018,7,22,17.0,0.0,0.0,139,6.827727272727273,334.18136363636364,0.0,60.59090909090909
0_9,2018,8,17,22.0,0.0,0.0,90,4.734117647058824,335.37823529411764,0.0,60.05882352941177
0_9,2018,9,1,17.0,0.0,0.0,4,2.45,341.73,0.0,60.0
0_9,2019,3,1,0.0,3.0,3.0,10,6.34,348.57,0.0,60.0
0_9,2019,4,2,1.0,8.0,8.0,30,5.43,342.45,0.0,60.0
0_9,2019,5,4,2.0,19.0,19.0,44,12.055,334.1425,0.0,65.25
0_9,2019,6,8,4.0,17.0,17.0,64,11.785,336.14875,0.0,61.0
0_9,2019,8,20,8.0,17.0,17.0,80,8.126000000000001,333.723,0.0,61.95
0_9,2019,9,3,20.0,1.0,1.0,11,6.109999999999999,329.16333333333336,0.0,61.666666666666664
0_9,2020,3,5,0.0,1.0,2.0,24,3.178,335.56800000000004,0.0,60.0
0_9,2020,4,7,5.0,2.0,5.0,47,6.957142857142857,333.9971428571429,0.0,58.57142857142857
0_9,2020,5,1,7.0,4.0,11.5,17,3.48,343.22,0.0,60.0
0_9,2020,6,9,1.0,8.0,12.5,59,7.336666666666667,332.87888888888887,0.0,60.666666666666664
0_9,2020,7,29,9.0,0.0,22.0,276,7.5600000000000005,335.7686206896552,0.0,60.96551724137931
0_9,2020,8,35,29.0,20.0,18.5,197,7.914571428571429,336.184,0.0,62.22857142857143
0_9,2020,9,2,35.0,3.0,2.0,23,16.55,323.85,0.0,78.0
0_9,2021,3,1,0.0,5.0,3.0,16,3.04,337.0,0.0,60.0
0_9,2021,4,4,1.0,7.0,5.666666666666667,33,10.845,342.155,0.0,68.75
0_9,2021,5,18,4.0,1.0,8.0,96,10.668333333333333,342.0961111111111,0.0,66.0
0_9,2021,6,38,18.0,9.0,11.333333333333334,339,8.694736842105263,338.4834210526316,0.0,61.026315789473685
0_9,2021,7,20,38.0,29.0,25.5,153,11.589,344.7095,0.0,66.45
0_9,2021,8,1,20.0,35.0,24.0,8,3.36,340.05,0.0,60.0
0_9,2022,4,4,0.0,4.0,4.333333333333333,9,6.7075,334.9525,0.0,60.0
0_9,2022,5,5,4.0,18.0,7.666666666666667,58,17.413999999999998,323.742,0.0,70.0
0_9,2022,6,22,5.0,38.0,18.333333333333332,219,8.510909090909092,332.3181818181818,0.0,59.72727272727273
0_9,2022,7,17,22.0,20.0,23.666666666666668,81,6.3623529411764705,335.60764705882355,0.0,62.94117647058823
0_9,2022,8,3,17.0,1.0,18.666666666666668,29,17.066666666666666,327.8433333333333,0.0,64.66666666666667
0_9,2023,5,1,0.0,5.0,8.0,9,4.03,332.06,0.0,60.0
0_9,2023,6,10,1.0,22.0,23.0,13,7.132,332.031,0.0,61.2
0_9,2023,7,18,10.0,17.0,22.0,70,8.213888888888889,334.4711111111111,0.0,60.77777777777778
0_9,2023,8,5,18.0,3.0,13.0,65,5.888,324.848,0.0,64.2
10_1,2021,5,1,0.0,0.0,0.0,3,6.35,349.17,0.0,60.0
10_1,2023,5,1,0.0,0.0,1.0,2,0.41,298.8,1.0,60.0
10_10,2018,4,14,0.0,0.0,0.0,124,6.686428571428571,339.915,0.0,67.92857142857143
10_10,2018,5,68,14.0,0.0,0.0,414,11.207205882352941,336.51882352941175,0.0,62.470588235294116
10_10,2018,6,70,68.0,0.0,0.0,495,10.624142857142857,338.15785714285715,0.0,62.41428571428571
10_10,2018,7,19,70.0,0.0,0.0,205,8.906842105263157,336.13157894736844,0.0,65.15789473684211
10_10,2018,8,6,19.0,0.0,0.0,55,6.635000000000001,336.62166666666667,0.0,60.166666666666664
10_10,2019,5,36,0.0,68.0,68.0,205,8.6875,339.37694444444446,0.0,62.44444444444444
10_10,2019,6,20,36.0,70.0,70.0,251,11.0175,340.48,0.0,65.05
10_10,2019,7,7,20.0,19.0,19.0,16,18.895714285714288,338.4171428571429,0.0,60.0
10_10,2019,8,17,7.0,6.0,6.0,142,9.234117647058824,333.77882352941174,0.0,63.05882352941177
10_10,2020,3,8,0.0,0.0,0.0,36,9.67625,333.82875,0.0,60.25
10_10,2020,4,1,8.0,0.0,14.0,77,11.0,318.6,0.0,69.0
10_10,2020,5,37,1.0,36.0,52.0,311,9.612972972972972,338.8272972972973,0.0,62.08108108108108
10_10,2020,6,97,37.0,20.0,45.0,569,13.865773195876288,341.8343298969072,0.0,65.41237113402062
10_10,2020,7,62,97.0,7.0,13.0,256,13.098870967741936,337.47322580645164,0.0,63.62903225806452
10_10,2020,8,12,62.0,17.0,11.5,66,11.729999999999999,329.5225,0.0,60.583333333333336
10_10,2020,9,1,12.0,0.0,0.0,2,2.02,331.89,0.0,60.0
10_10,2021,2,6,0.0,0.0,0.0,27,6.833333333333333,335.205,0.0,59.833333333333336
10_10,2021,4,15,6.0,1.0,7.5,149,5.719333333333334,340.66799999999995,0.0,64.6
10_10,2021,5,78,15.0,37.0,47.0,576,11.955897435897437,336.8396153846154,0.0,62.02564102564103
10_10,2021,6,107,78.0,97.0,62.333333333333336,535,14.041308411214954,341.55467289719627,0.0,65.07476635514018
10_10,2021,7,11,107.0,62.0,29.333333333333332,104,9.213636363636363,343.82363636363635,0.0,72.72727272727273
10_10,2021,8,2,11.0,12.0,11.666666666666666,1,37.769999999999996,345.99,0.0,78.5
10_10,2022,4,5,0.0,15.0,10.0,62,5.66,338.12399999999997,0.0,60.0
10_10,2022,5,59,5.0,78.0,50.333333333333336,307,9.51915254237288,336.67745762711866,0.0,61.94915254237288
10_10,2022,6,60,59.0,107.0,74.66666666666667,402,10.853000000000002,336.27683333333334,0.0,61.166666666666664
10_10,2022,7,19,60.0,11.0,26.666666666666668,131,9.156842105263157,334.37578947368416,0.0,62.78947368421053
10_10,2023,5,15,0.0,59.0,58.0,66,8.071333333333333,337.8193333333333,0.0,61.46666666666667
10_10,2023,6,16,15.0,60.0,88.0,115,13.16,334.098125,0.0,66.0
10_10,2023,7,36,16.0,19.0,30.666666666666668,206,9.798333333333334,336.37055555555554,0.0,62.47222222222222
10_10,2023,8,6,36.0,0.0,10.333333333333334,36,15.226666666666667,349.7816666666667,0.0,71.33333333333333
10_11,2018,2,1,0.0,0.0,0.0,4,1.96,330.52,0.0,60.0
10_11,2018,3,4,1.0,0.0,0.0,22,7.75,331.125,0.0,64.25
10_11,2018,4,11,4.0,0.0,0.0,121,12.280909090909091,336.67636363636365,0.0,60.81818181818182
10_11,2018,5,55,11.0,0.0,0.0,383,11.79909090909091,337.10818181818183,0.0,62.85454545454545
10_11,2018,6,53,55.0,0.0,0.0,550,11.928867924528301,334.73528301886796,0.0,64.50943396226415
10_11,2018,7,22,53.0,0.0,0.0,133,6.9372727272727275,330.3231818181818,0.0,62.54545454545455
10_11,2018,8,10,22.0,0.0,0.0,49,15.004,335.56800000000004,0.0,64.0
10_11,2019,2,1,0.0,1.0,1.0,3,2.82,331.03,0.0,60.0
10_11,2019,3,1,1.0,4.0,4.0,3,3.04,336.77,0.0,60.0
10_11,2019,5,16,1.0,55.0,55.0,162,9.053125,337.36375,0.0,63.1875
10_11,2019,6,30,16.0,53.0,53.0,211,15.887,338.9566666666667,0.0,64.7
10_11,2019,7,4,30.0,22.0,22.0,31,7.07,331.3725,0.0,60.0
10_11,2019,8,19,4.0,10.0,10.0,147,13.512631578947369,332.2247368421053,0.0,61.89473684210526
10_11,2020,2,2,0.0,1.0,1.0,5,5.015000000000001,339.0,0.0,60.0
10_11,2020,3,7,2.0,1.0,2.5,42,9.02142857142857,335.6842857142857,0.0,60.0
10_11,2020,4,5,7.0,0.0,11.0,73,5.86,334.654,0.0,60.0
10_11,2020,5,43,5.0,16.0,35.5,264,13.398372093023255,337.92651162790696,0.0,61.27906976744186
10_11,2020,6,81,43.0,30.0,41.5,553,12.070493827160494,338.71197530864197,0.0,64.74074074074075
10_11,2020,7,29,81.0,4.0,13.0,239,8.277586206896553,337.0513793103448,0.0,61.172413793103445
10_11,2020,8,2,29.0,19.0,14.5,61,8.535,324.83,0.0,61.5
10_11,2021,1,2,0.0,0.0,0.0,6,8.36,337.435,0.0,60.0
10_11,2021,2,5,2.0,2.0,1.3333333333333333,29,6.088,336.114,0.0,60.0
10_11,2021,3,6,5.0,7.0,4.0,38,8.611666666666666,330.1933333333333,0.0,61.666666666666664
10_11,2021,4,15,6.0,5.0,8.0,164,15.440666666666667,347.09666666666664,0.0,68.0
10_11,2021,5,90,15.0,43.0,38.0,528,14.997,336.145,0.0,62.044444444444444
10_11,2021,6,86,90.0,81.0,54.666666666666664,481,14.290116279069768,338.5412790697674,0.0,64.75581395348837
10_11,2021,7,11,86.0,29.0,18.333333333333332,112,9.533636363636363,345.40909090909093,0.0,71.45454545454545
10_11,2022,3,1,0.0,6.0,4.666666666666667,6,6.69,356.16,0.0,60.0
10_11,2022,4,11,1.0,15.0,10.333333333333334,59,15.728181818181817,337.4409090909091,0.0,59.54545454545455
10_11,2022,5,46,11.0,90.0,49.666666666666664,285,12.117608695652173,335.24260869565217,0.0,65.93478260869566
10_11,2022,6,46,46.0,86.0,65.66666666666667,391,10.95608695652174,335.3245652173913,0.0,61.78260869565217
10_11,2022,7,7,46.0,11.0,14.666666666666666,139,5.071428571428571,333.60714285714283,0.0,62.57142857142857
10_11,2023,5,17,0.0,46.0,59.666666666666664,77,10.521176470588234,334.05470588235295,0.0,64.94117647058823
10_11,2023,6,21,17.0,46.0,71.0,113,10.768095238095238,333.70476190476194,0.0,65.85714285714286
10_11,2023,7,29,21.0,7.0,15.666666666666666,208,13.040689655172415,331.4041379310345,0.0,65.48275862068965
10_11,2023,8,4,29.0,0.0,10.333333333333334,37,8.86,337.8,0.0,70.5
